,ad_group_id,ba_mean,max_ppc,max_ba_rate_mean,term_spend_rate_mean,last_daily_budget,daily_spend,daily_budget_change_count,running_t_count,daily_spend_rate,p_dt
0,1000791,110.52489203126574,1600.0,0.06907805751954108,1.0163606867640667,409090.90909090906,396452.19036102295,3.6666666666666665,138.0,0.969105354215834,2021-05-24
1,1001157,131.6730048132153,3500.0,0.03762085851806148,1.0606999456645088,9090.90909090909,8920.27409362793,1.3333333333333333,112.0,0.9812301502990723,2021-05-24
2,1002773,581.3453780195938,1600.0,0.3633408612622461,0.08365099178976071,272727.2727272727,69255.16470336914,1.0,5.0,0.25393560391235354,2021-05-24
3,1003808,65.51559223484735,1600.0,0.040947245146779554,1.0468238151946943,18181.81818181818,17786.180713653564,1.3333333333333333,129.33333333333334,0.9782399392509461,2021-05-24
4,1004042,79.8135398410753,3500.0,0.022803868526021495,0.9770032427760635,18181.81818181818,17627.812759399414,1.3333333333333333,133.0,0.9695297017669678,2021-05-24
5,1004360,224.7917352498878,1600.0,0.14049483453118003,0.7743588747644107,27272.727272727272,26946.01261138916,1.3333333333333333,121.33333333333333,0.9880204624176026,2021-05-24
6,1004794,146.2602975987048,1600.0,0.0914126859991905,0.966364169576786,9090.90909090909,8849.751022338867,1.3333333333333333,100.0,0.9734726124572755,2021-05-24
7,1005973,275.99263615191273,1600.0,0.17249539759494542,0.8318103120520289,181818.1818181818,179461.27755737305,1.6666666666666667,142.0,0.9870370265655519,2021-05-24
8,1006294,254.25073781188203,1600.0,0.15890671113242621,1.2646846900718716,499999.99999999994,499208.30128479004,1.6666666666666667,139.66666666666666,0.9984166025695802,2021-05-24
9,1006583,583.1789668139096,1600.0,0.3644868542586933,0.999657767327231,818181.8181818181,804910.9795532227,1.0,110.0,0.9837800861206055,2021-05-24
10,1007988,631.8737574440379,1600.0,0.39492109840252404,1.2488616300291722,136363.63636363635,131599.51754760742,2.6666666666666665,133.66666666666666,0.9650631286824545,2021-05-24
11,1007989,1546.5918668209752,1600.0,0.9666199167631091,0.37557039411780546,45454.54545454545,12161.728088378906,1.6666666666666667,128.66666666666666,0.267558017944336,2021-05-24
12,1009803,91.72331288939844,3500.0,0.026206660825542398,0.9174891714429751,9090.90909090909,8931.6787109375,1.3333333333333333,114.33333333333333,0.9824846582031251,2021-05-24
13,1010148,1542.2203816298206,1600.0,0.9638877385186376,0.30178769039755615,454545.45454545453,148685.68188476562,1.6666666666666667,142.0,0.3271085001464844,2021-05-24
14,1013012,213.12359552117437,1600.0,0.1332022472007339,1.987562067882037,9090.90909090909,7044.662017822266,1.3333333333333333,61.0,0.7749128219604493,2021-05-24
15,1013109,550.2632364423953,1600.0,0.3439145227764971,1.213454516074837,899999.9999999999,128744.5806274414,2.6666666666666665,54.0,0.14304953403049048,2021-05-24
16,1013586,131.161867054629,3500.0,0.03747481915846542,0.7395897353114612,9090.90909090909,8896.017333984375,1.3333333333333333,113.0,0.9785619067382814,2021-05-24
17,1014346,359.9552086164447,3500.0,0.1028443453189841,1.260516683480567,9090.90909090909,8847.617294311523,1.3333333333333333,94.66666666666667,0.9732379023742677,2021-05-24
